,CH1,CH4
Second,Volt,Volt
6.66020e-06,1.00e-01,2.00e-02, 
6.66040e-06,8.00e-02,2.00e-02, 
6.66060e-06,8.00e-02,2.00e-02, 
6.66080e-06,8.00e-02,2.00e-02, 
6.66100e-06,8.00e-02,4.00e-02, 
6.66120e-06,8.00e-02,4.00e-02, 
6.66140e-06,8.00e-02,4.00e-02, 
6.66160e-06,1.00e-01,4.00e-02, 
6.66180e-06,1.00e-01,2.00e-02, 
6.66200e-06,1.00e-01,2.00e-02, 
6.66220e-06,1.00e-01,0.00e+00, 
6.66240e-06,1.00e-01,0.00e+00, 
6.66260e-06,1.00e-01,0.00e+00, 
6.66280e-06,1.00e-01,0.00e+00, 
6.66300e-06,8.00e-02,2.00e-02, 
6.66320e-06,1.00e-01,2.00e-02, 
6.66340e-06,1.00e-01,2.00e-02, 
6.66360e-06,1.00e-01,2.00e-02, 
6.66380e-06,1.00e-01,0.00e+00, 
